,gene_names,total_expression,go_terms,pseudotime_spearman_corr,pseudotime_spearman_pval,pseudotime_spearman_pval_adj
136,NONO,626.4268798828125,"RNA splicing, mRNA processing",0.07714480417787876,2.162809593744151e-07,7.762083319770676e-07
27,KHDRBS1,552.8745727539062,"mRNA processing, regulation of alternative mRNA splicing, via spliceosome, regulation of mRNA splicing, via spliceosome",0.07704268069554636,2.2441364903605307e-07,8.009459518082336e-07
359,SF3A2,752.1729736328125,"RNA splicing, U2-type prespliceosome assembly, mRNA 3'-splice site recognition, mRNA processing, mRNA splicing, via spliceosome, spliceosomal complex assembly",0.07686305377248662,2.394404969784797e-07,8.498822035609774e-07
494,PHF5A,465.5361328125,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.0765246211489374,2.704346213406646e-07,9.546489911807067e-07
292,TSEN34,172.66604614257812,"mRNA processing, tRNA splicing, via endonucleolytic cleavage and ligation, tRNA-type intron splice site recognition and cleavage",0.07590636992318837,3.373380255595709e-07,1.184349807127624e-06
324,XRN2,759.2980346679688,"mRNA processing, nuclear-transcribed mRNA catabolic process",0.07563910022715938,3.709703019994069e-07,1.2953881896844155e-06
184,UPF3A,487.7908020019531,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",0.07524082754359881,4.271574849699555e-07,1.483568469304254e-06
513,SRSF11,1253.79345703125,"RNA splicing, mRNA processing",0.07521331476428057,4.313281693978142e-07,1.4900427670106308e-06
453,LARP7,287.94110107421875,"RNA splicing, mRNA processing, regulation of mRNA splicing, via spliceosome",0.07492341799313748,4.777298881471548e-07,1.6328757023442435e-06
282,SYF2,1029.3485107421875,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.0743944775669158,5.750828940162538e-07,1.9524047726217494e-06
129,HNRNPL,460.6207275390625,"mRNA processing, regulation of RNA splicing, regulation of alternative mRNA splicing, via spliceosome",0.07438366948078076,5.772589962395575e-07,1.9524047726217494e-06
162,CNOT11,83.32481384277344,mRNA catabolic process,0.07430335256522555,5.936804509522724e-07,1.997487350599833e-06
242,MBNL1,1695.78662109375,"RNA splicing, mRNA processing, regulation of RNA splicing, regulation of alternative mRNA splicing, via spliceosome",0.07399187617104164,6.617263027187175e-07,2.21489736557664e-06
165,XAB2,258.3922424316406,"RNA splicing, generation of catalytic spliceosome for first transesterification step, mRNA processing, mRNA splicing, via spliceosome",0.0737421384935534,7.216528042063769e-07,2.403029440810925e-06
642,HNRNPM,862.9546508789062,"RNA splicing, alternative mRNA splicing, via spliceosome, mRNA processing, mRNA splicing, via spliceosome, regulation of mRNA stability involved in response to oxidative stress",0.07358173546326804,7.628638739049078e-07,2.5272310899618997e-06
284,CDC73,186.85552978515625,"mRNA polyadenylation, positive regulation of mRNA 3'-end processing, recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex",0.07339803417027019,8.128459144471008e-07,2.679073779249118e-06
609,XRN1,375.33990478515625,"histone mRNA catabolic process, nuclear mRNA surveillance, nuclear-transcribed mRNA catabolic process",0.07326941673825446,8.497015679633115e-07,2.7863310299710616e-06
414,DDX39B,787.5061645507812,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, spliceosomal complex assembly",0.07298277812802091,9.377155361068373e-07,3.059415334974833e-06
644,USP4,231.1934814453125,spliceosomal tri-snRNP complex assembly,0.07282376774269515,9.902584923239281e-07,3.214607970056571e-06
373,FRG1,355.8696594238281,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.07279000583949026,1.001773743757301e-06,3.235729192336082e-06
529,ZBTB1,188.16592407226562,mRNA transcription by RNA polymerase II,0.07221368714326673,1.219388542298554e-06,3.9190298424122684e-06
174,RBBP6,698.2003173828125,mRNA processing,0.07198861858559343,1.3161618593273516e-06,4.188377148401325e-06
417,DHX36,352.5982666015625,"3'-UTR-mediated mRNA destabilization, positive regulation of mRNA 3'-end processing, positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay, regulation of mRNA stability",0.07192990955473424,1.342594800309905e-06,4.251550200981366e-06
467,AGO4,38.00471496582031,"mRNA catabolic process, mRNA cleavage involved in gene silencing by miRNA, mRNA cleavage involved in gene silencing by siRNA",0.0717951289318074,1.405222717439294e-06,4.4281652461745554e-06
228,RBM15,55.960540771484375,"regulation of alternative mRNA splicing, via spliceosome",0.0712679505613378,1.6782497091490449e-06,5.262860738399432e-06
509,HSPA1B,356.25433349609375,mRNA catabolic process,0.07123931967406887,1.6944517945736519e-06,5.287999320263668e-06
310,PPIE,374.1991271972656,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.07121037781979324,1.7109825423635885e-06,5.313916934456145e-06
441,CNOT9,149.37985229492188,mRNA catabolic process,0.07090517818679402,1.8950055412230424e-06,5.857289854689403e-06
504,RBM17,858.868408203125,"RNA splicing, alternative mRNA splicing, via spliceosome, mRNA cis splicing, via spliceosome, mRNA processing, mRNA splicing, via spliceosome, regulation of RNA splicing",0.07088566103580161,1.907398748335424e-06,5.867521863927067e-06
464,ELAVL1,97.22534942626953,"3'-UTR-mediated mRNA stabilization, mRNA stabilization",0.07057486848052709,2.1155550779013973e-06,6.477007489688638e-06
415,CNOT8,365.0243225097656,"exonucleolytic catabolism of deadenylated mRNA, positive regulation of mRNA catabolic process",0.07038171061471958,2.2557344657414247e-06,6.87360596636302e-06
21,REST,318.85797119140625,"regulation of alternative mRNA splicing, via spliceosome",0.07010828462553871,2.469496338152416e-06,7.419975043937026e-06
303,MYOD1,6.771432876586914,"regulation of RNA splicing, regulation of alternative mRNA splicing, via spliceosome",0.0699840678614872,2.5729080687401963e-06,7.694900983361883e-06
528,CNOT1,315.9786071777344,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay, positive regulation of mRNA catabolic process, positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay, positive regulation of nuclear-transcribed mRNA poly(A) tail shortening",0.0699388018807575,2.6116154745658457e-06,7.774670951933348e-06
272,SRRM1,1298.760986328125,"RNA splicing, RNA splicing, via transesterification reactions, mRNA processing, mRNA splicing, via spliceosome",0.06969843661579145,2.8266960357021747e-06,8.3763561424936e-06
594,CMTR1,109.6227035522461,"7-methylguanosine mRNA capping, cap1 mRNA methylation, mRNA (nucleoside-2'-O-)-methyltransferase activity, mRNA methylation, mRNA processing",0.06924055642301268,3.284321299583612e-06,9.687997988726089e-06
178,U2AF2,310.15142822265625,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, negative regulation of mRNA splicing, via spliceosome, positive regulation of RNA splicing",0.06900084347730115,3.5514214150792347e-06,1.0428264700641754e-05
11,IKBKE,214.76763916015625,mRNA stabilization,0.0687195687841632,3.8914024386044e-06,1.1374868666689784e-05
522,EIF4ENIF1,33.83209991455078,"mRNA stabilization, negative regulation of deadenylation-dependent decapping of nuclear-transcribed mRNA, positive regulation of nuclear-transcribed mRNA poly(A) tail shortening",0.0685678179019238,4.0875594179205276e-06,1.1894429657552526e-05
534,POLR2I,643.6490478515625,mRNA cleavage,0.0685376740924055,4.127635909791144e-06,1.195718743374475e-05
114,RBMX2,281.14813232421875,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.06811197121081808,4.735402764909093e-06,1.3656563330943189e-05
416,CDK9,154.24581909179688,negative regulation of mRNA polyadenylation,0.06778535839872313,5.25886414175081e-06,1.5031974493677095e-05
5,AP3B1,233.838623046875,mRNA transcription by RNA polymerase II,0.06744961661918727,5.8544686260310005e-06,1.6612475065993715e-05
405,CWC27,247.65057373046875,"mRNA splicing, via spliceosome",0.06744492795406024,5.8632264938801345e-06,1.6612475065993715e-05
520,CNOT2,686.61865234375,nuclear-transcribed mRNA poly(A) tail shortening,0.06721087885634759,6.316690448252479e-06,1.7819135500310486e-05
498,ISY1,397.75164794921875,"RNA splicing, generation of catalytic spliceosome for second transesterification step, mRNA 3'-splice site recognition, mRNA processing, mRNA splicing, via spliceosome",0.06695172172456602,6.8579032456174555e-06,1.9178378773458336e-05
177,CPSF2,148.3189239501953,"mRNA 3'-end processing by stem-loop binding and cleavage, mRNA cleavage, mRNA polyadenylation, mRNA processing, pre-mRNA cleavage required for polyadenylation",0.06687705460714582,7.021886610398234e-06,1.955232219964336e-05
337,THOC6,191.32899475097656,"RNA splicing, mRNA processing",0.06647469955591298,7.972081167696883e-06,2.210285164949436e-05
476,PABPN1,253.49252319335938,mRNA processing,0.06579946099477632,9.848687909314188e-06,2.7189112775286177e-05
308,CSTF1,122.57901000976562,"mRNA 3'-end processing, mRNA processing",0.06547391155739735,1.0897592044826243e-05,2.995678494024576e-05
197,PABPC1L,78.6618881225586,mRNA polyadenylation,0.06524059715754166,1.1714023591175891e-05,3.2064657796184855e-05
348,RBM23,218.28204345703125,"RNA splicing, mRNA processing, regulation of mRNA splicing, via spliceosome",0.06500858524044469,1.2583568604019696e-05,3.42995161105347e-05
152,EFTUD2,104.18832397460938,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.06476883411222019,1.3546632538095207e-05,3.676943117482985e-05
72,RBM25,1103.734375,"RNA splicing, mRNA processing, regulation of alternative mRNA splicing, via spliceosome",0.06452638661376733,1.4591770109544566e-05,3.944051669776481e-05
523,SF3B1,1026.509521484375,"RNA splicing, RNA splicing, via transesterification reactions, mRNA processing, mRNA splicing, via spliceosome, spliceosomal complex assembly, splicing factor binding",0.0644361654308437,1.4999972353413268e-05,4.032643907612001e-05
489,CIR1,395.99676513671875,"RNA splicing, mRNA processing",0.06442232485667873,1.5063548445368786e-05,4.032643907612001e-05
497,SSU72,775.9796142578125,"mRNA polyadenylation, mRNA processing",0.06441293891072938,1.5106808446472203e-05,4.032643907612001e-05
215,METTL3,121.96724700927734,"mRNA (2'-O-methyladenosine-N6-)-methyltransferase activity, mRNA (N6-adenosine)-methyltransferase activity, mRNA catabolic process, mRNA destabilization, mRNA methylation, mRNA processing, mRNA splicing, via spliceosome",0.06432638818696283,1.551134183531737e-05,4.123591286261325e-05
572,CWC15,410.48028564453125,"RNA splicing, mRNA cis splicing, via spliceosome, mRNA processing, mRNA splicing, via spliceosome",0.06417943482378169,1.6221941532546307e-05,4.294825504108572e-05
401,UPF2,247.0733642578125,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",0.06388406116156034,1.774515928470807e-05,4.678927713437312e-05
627,PAF1,246.34628295898438,"mRNA polyadenylation, positive regulation of mRNA 3'-end processing",0.06348855416150653,1.9999129439031965e-05,5.251803909599451e-05
479,IWS1,282.40447998046875,"RNA splicing, mRNA processing, regulation of mRNA processing",0.06335814870113769,2.0800253872646196e-05,5.440066397461313e-05
240,PRMT1,646.622314453125,RNA splicing,0.06320187901517545,2.180051920328019e-05,5.6786836311770177e-05
424,SMNDC1,227.06370544433594,"RNA splicing, RNA splicing, via transesterification reactions, mRNA processing",0.06304441240060801,2.2854642608913356e-05,5.929357078457039e-05
484,CPSF1,106.95049285888672,"mRNA polyadenylation, mRNA processing, pre-mRNA cleavage required for polyadenylation",0.06295873537038994,2.34483775467168e-05,6.059060758071621e-05
631,SUPT6H,199.69277954101562,"RNA splicing, mRNA processing, mRNA transcription by RNA polymerase II, regulation of mRNA processing",0.06288817847841122,2.3948318980385666e-05,6.163591259493681e-05
419,PLRG1,194.0678253173828,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.06287414841556496,2.404893216089194e-05,6.164924672990553e-05
325,UPF3B,235.79519653320312,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",0.061899940989456566,3.2107939663784706e-05,8.166035048348394e-05
238,ACIN1,284.78363037109375,"RNA splicing, mRNA processing, negative regulation of mRNA splicing, via spliceosome",0.06141994270100785,3.696533164346214e-05,9.364550683010408e-05
485,EXOSC7,228.58160400390625,"exonucleolytic catabolism of deadenylated mRNA, nuclear mRNA surveillance, nuclear polyadenylation-dependent mRNA catabolic process, nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'",0.06098006185906712,4.202237988565301e-05,0.00010580275719882116
105,SNRPE,678.0693359375,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, spliceosomal complex assembly, spliceosomal snRNP assembly",0.06097437958072643,4.2091808978478384e-05,0.00010580275719882116
541,CDC5L,201.73040771484375,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.06089032431603065,4.313163410526523e-05,0.00010799626213954007
634,SREK1,318.87017822265625,"RNA splicing, mRNA processing",0.060804633422120266,4.4216740360292846e-05,0.00010986159335672761
549,WDR33,553.2266845703125,"mRNA polyadenylation, mRNA processing",0.05943318409733636,6.552437323941627e-05,0.0001621791000485169
486,PAIP1,217.38674926757812,mRNA stabilization,0.058988955258827316,7.429705503235776e-05,0.00018265700523182587
347,RNGTT,120.13675689697266,"7-methylguanosine mRNA capping, mRNA processing",0.05898578607900779,7.436345569035635e-05,0.00018265700523182587
222,CWC22,189.3035888671875,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, regulation of mRNA splicing, via spliceosome",0.05865915119659794,8.151621440502723e-05,0.00019946770646078632
402,GRSF1,588.895263671875,"mRNA polyadenylation, mRNA processing, regulation of RNA splicing",0.058600751683402307,8.286169762530528e-05,0.00020199493081489512
147,QKI,60.37916564941406,"RNA splicing, mRNA processing, regulation of mRNA splicing, via spliceosome",0.058521692798589806,8.471661356910933e-05,0.00020574034723926552
329,SMG6,161.66256713867188,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",0.05841668852612809,8.724097483871958e-05,0.00021107741477832526
73,EXOSC3,217.63616943359375,"exonucleolytic catabolism of deadenylated mRNA, nuclear retention of pre-mRNA with aberrant 3'-ends at the site of transcription, nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'",0.05830822333751755,8.992303243949773e-05,0.0002167547722235654
113,CLNS1A,1215.5286865234375,"mRNA cis splicing, via spliceosome, spliceosomal snRNP assembly",0.058115542440886826,9.488054886293401e-05,0.00022701049839057546
257,PPP1R9B,104.0955810546875,RNA splicing,0.05808783256683525,9.561436988094222e-05,0.00022792207728077
124,SERBP1,1707.2763671875,regulation of mRNA stability,0.05778117420016336,0.00010410123246987022,0.00024724042711594176
602,SNRNP200,409.7580871582031,"RNA splicing, cis assembly of pre-catalytic spliceosome, mRNA processing, mRNA splicing, via spliceosome, spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)",0.05714478321727156,0.00012403269917592174,0.00029242745864104175
478,RTCB,330.20184326171875,"tRNA exon ligation utilizing 2',3' cyclic phosphate of 5'-exon as source of linkage phosphate, tRNA splicing, via endonucleolytic cleavage and ligation",0.056692608989000894,0.0001403237617423641,0.0003296332730384262
406,CNOT6,54.46339797973633,"exonucleolytic catabolism of deadenylated mRNA, nuclear-transcribed mRNA catabolic process, no-go decay, nuclear-transcribed mRNA poly(A) tail shortening",0.05628255823183708,0.00015682009657343047,0.0003657248461604191
575,MTOR,109.88433837890625,mRNA stabilization,0.055842469328438414,0.00017654583314155524,0.00041024679212030464
139,WBP11,358.184814453125,"RNA splicing, mRNA cis splicing, via spliceosome, mRNA processing",0.055725577851430994,0.00018216442377149106,0.0004217857267253879
104,CSTF2,85.95252990722656,"mRNA 3'-end processing, mRNA polyadenylation, mRNA processing, pre-mRNA cleavage required for polyadenylation",0.05509563094169046,0.00021545096314161906,0.0004970761506767354
55,RC3H2,184.266357421875,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",0.0545007183288047,0.0002520565989257794,0.0005794610779574856
377,HNRNPU,948.398681640625,"CRD-mediated mRNA stabilization, RNA splicing, mRNA metabolic process, mRNA processing, mRNA splicing, via spliceosome, mRNA stabilization, regulation of alternative mRNA splicing, via spliceosome",0.0544682635533638,0.0002542124763650863,0.0005822760136182203
550,CTR9,220.312255859375,negative regulation of mRNA polyadenylation,0.05445522026434752,0.0002550837644798086,0.0005822760136182203
50,DDX46,715.7726440429688,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.054233758689327956,0.0002703113586724819,0.0006148631609240256
260,SCAF1,69.01666259765625,"RNA splicing, mRNA processing",0.05400362799305858,0.00028703471523202647,0.0006506120211925933
285,TAF15,503.2573547363281,mRNA stabilization,0.05363345821833142,0.0003159812260224769,0.0007112330035209759
577,FASTK,318.2483215332031,"regulation of RNA splicing, regulation of mitochondrial mRNA stability",0.053592844075563584,0.0003193183529442775,0.0007162488055625114
436,NBDY,945.717529296875,"mRNA processing, nuclear-transcribed mRNA catabolic process",0.053493735780455694,0.000327600688893933,0.0007322838928217326
213,BUD13,101.71519470214844,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.05282632984984615,0.00038882778240090666,0.0008661474049344334
353,CEBPG,173.84388732910156,mRNA metabolic process,0.052536850276767466,0.00041857638297773274,0.0009292108020742796
326,VIRMA,109.02025604248047,"RNA splicing, mRNA alternative polyadenylation, mRNA methylation, mRNA processing",0.052348080581751985,0.0004391058601682742,0.0009714465262626888
75,SF3A1,427.6480712890625,"RNA splicing, U2-type prespliceosome assembly, mRNA 3'-splice site recognition, mRNA cis splicing, via spliceosome, mRNA processing, mRNA splicing, via spliceosome",0.05181669056742202,0.0005020535624092351,0.0011069167280422043
249,ESS2,116.05780029296875,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.051769987596618904,0.0005079703423601677,0.0011161525209682597
323,SMG5,127.3857650756836,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",0.05169869764259282,0.0005171274610058377,0.001130956582820792
15,MOV10,86.35215759277344,"3'-UTR-mediated mRNA destabilization, mRNA cleavage involved in gene silencing by miRNA, positive regulation of mRNA catabolic process",0.05167688454663038,0.0005199599150120359,0.001130956582820792
399,PRPF6,337.4693298339844,"RNA splicing, RNA splicing, via transesterification reactions, mRNA processing, mRNA splicing, via spliceosome, spliceosomal complex assembly, spliceosomal tri-snRNP complex assembly",0.051603268319573556,0.0005296261259096993,0.0011481156957639789
85,SLC38A2,791.166748046875,positive regulation of RNA splicing,0.05154990148773463,0.0005367378595861357,0.001159640994289778
567,SMG7,174.15133666992188,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",0.051451980863582075,0.0005500187457724861,0.0011843736992300867
477,NSRP1,234.0693359375,"RNA splicing, mRNA processing, regulation of alternative mRNA splicing, via spliceosome",0.05120132286463976,0.0005854224259777549,0.001248013789093342
143,ATF2,166.3516845703125,mRNA transcription by RNA polymerase II,0.05119758220972987,0.0005859664791042922,0.001248013789093342
581,RBM6,333.71649169921875,"mRNA splicing, via spliceosome",0.051196790804205645,0.0005860816440117922,0.001248013789093342
281,THOC1,97.10543823242188,"RNA splicing, mRNA processing",0.05118842303605599,0.0005873006066321609,0.001248013789093342
269,COIL,141.77001953125,spliceosomal snRNP assembly,0.05059408397225675,0.0006801706942930307,0.0014406238311911405
427,RNF20,99.57955169677734,negative regulation of mRNA polyadenylation,0.050386716741755,0.0007156635904650714,0.0015108453576484842
99,DHX16,163.58004760742188,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.0503525015994122,0.0007216825886296494,0.0015185894210252558
192,PPP1R8,85.89872741699219,"RNA splicing, mRNA processing",0.05008866184347406,0.0007696997104352965,0.001614370171887018
170,HNRNPH2,219.32235717773438,regulation of RNA splicing,0.0497882666322542,0.0008279715146697792,0.001730969574358179
176,SFPQ,528.69970703125,"RNA splicing, alternative mRNA splicing, via spliceosome, mRNA processing",0.04956502953043156,0.0008738973958140349,0.0018210894119221502
97,CNOT3,138.90200805664062,nuclear-transcribed mRNA poly(A) tail shortening,0.048700944017004935,0.0010748313523108663,0.002225452094848781
110,FASTKD3,75.6051025390625,regulation of mitochondrial mRNA stability,0.048070342254204056,0.001247564789756218,0.002570472335258956
275,UPF1,68.36528778076172,"3'-UTR-mediated mRNA destabilization, histone mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, positive regulation of mRNA catabolic process",0.0480640025890075,0.0012494246335469229,0.002570472335258956
519,TFCP2,80.1910400390625,mRNA transcription by RNA polymerase II,0.04787336628968695,0.0013065608388426796,0.0026794866726741937
127,KHSRP,92.96638488769531,"3'-UTR-mediated mRNA destabilization, RNA splicing, RNA splicing, via transesterification reactions, mRNA catabolic process, mRNA processing, positive regulation of mRNA catabolic process, regulation of mRNA stability",0.04781481546913389,0.0013245873059273645,0.0027078588595856883
123,SMU1,258.9095458984375,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, regulation of alternative mRNA splicing, via spliceosome",0.04779995310622825,0.001329199454657561,0.0027087156079141465
9,FXR2,24.926212310791016,"regulation of alternative mRNA splicing, via spliceosome, regulation of mRNA stability",0.04776973981331975,0.001338621062552368,0.0027193371270717915
1,CCDC130,292.68572998046875,RNA splicing,0.04768463752510554,0.001365491141242744,0.0027565852413837895
76,ZBTB7A,126.74356842041016,"regulation of alternative mRNA splicing, via spliceosome",0.04746163348781862,0.001438278741282552,0.002894479959091989
71,CLK1,1024.7801513671875,regulation of RNA splicing,0.04742338362958707,0.0014511167954246477,0.002911246738646964
356,PATL2,242.4694061279297,deadenylation-dependent decapping of nuclear-transcribed mRNA,0.0473293487821071,0.0014831284811037274,0.002966256962207455
63,TRUB2,103.33479309082031,"mRNA processing, mRNA pseudouridine synthesis",0.046931522924003904,0.0016258846567583716,0.0032417329884750247
70,TFIP11,126.56593322753906,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, spliceosomal complex disassembly",0.04680370385399848,0.0016743685750861097,0.00332812953694039
125,WTAP,524.8482055664062,"RNA splicing, mRNA methylation, mRNA processing, regulation of alternative mRNA splicing, via spliceosome",0.0466295707767552,0.0017425609948173318,0.003453050314883424
629,PNRC2,742.1148681640625,"deadenylation-independent decapping of nuclear-transcribed mRNA, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",0.045816872268192796,0.002095870651730831,0.004140466180483538
205,CDK11B,126.89610290527344,regulation of mRNA processing,0.045035256350434934,0.0024964979052501763,0.004916883069486628
134,RBM3,2891.9052734375,"positive regulation of mRNA splicing, via spliceosome",0.04471967905599746,0.0026772293727090096,0.0052568090418541645
48,PRPF4B,433.34747314453125,"RNA splicing, mRNA cis splicing, via spliceosome, mRNA processing, mRNA splicing, via spliceosome",0.04446272230846657,0.0028331320732926228,0.005546070664687983
591,EIF4A3,566.4918212890625,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",0.044386635967648774,0.0028808609105462017,0.005622465704570532
314,SRPK2,284.5516357421875,"RNA splicing, mRNA processing, regulation of mRNA processing, regulation of mRNA splicing, via spliceosome, spliceosomal complex assembly",0.044283262003268334,0.002946883082330478,0.005733995395137014
210,SRSF6,190.45159912109375,"RNA splicing, alternative mRNA splicing, via spliceosome, mRNA processing, mRNA splice site selection, mRNA splicing, via spliceosome, negative regulation of mRNA splicing, via spliceosome, regulation of alternative mRNA splicing, via spliceosome",0.044187092988924516,0.0030095399419444707,0.005803471052227248
12,HIPK3,181.0467529296875,mRNA transcription,0.044077317691550884,0.0030825449671765125,0.005915458724675012
145,TIA1,244.8115997314453,"regulation of mRNA splicing, via spliceosome",0.04407228817177063,0.003085928158228296,0.005915458724675012
64,LARP1,202.9140167236328,mRNA stabilization,0.04268659007057281,0.004157951808782376,0.007876940963265147
320,GTPBP1,104.94349670410156,positive regulation of mRNA catabolic process,0.042002362020793486,0.0048032026433436495,0.00907271610409356
490,AGO2,110.45823669433594,"endoribonuclease activity, cleaving miRNA-paired mRNA, mRNA cleavage involved in gene silencing by miRNA, mRNA cleavage involved in gene silencing by siRNA, positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay, positive regulation of nuclear-transcribed mRNA poly(A) tail shortening",0.04189901225873918,0.004908176521010096,0.00924397094044467
38,PPIG,985.0869750976562,RNA splicing,0.041872532203995436,0.004935404453632484,0.009268230456530769
251,MAPK14,63.94499206542969,3'-UTR-mediated mRNA stabilization,0.04149784668101463,0.005335585582635198,0.009961815856596353
189,CMTR2,58.38224792480469,"7-methylguanosine mRNA capping, cap1 mRNA methylation, cap2 mRNA methylation, mRNA (nucleoside-2'-O-)-methyltransferase activity, mRNA processing",0.04118151807664605,0.005695994937420247,0.010577280905141503
115,EXOSC10,159.5291290283203,"histone mRNA catabolic process, nuclear mRNA surveillance, nuclear retention of unspliced pre-mRNA at the site of transcription, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",0.04117982813013201,0.005697977948899757,0.010577280905141503
24,THOC2,418.94708251953125,"RNA splicing, mRNA processing",0.0409035229650715,0.006030694130716127,0.011162832115881427
100,SAMD4B,35.21593475341797,"nuclear-transcribed mRNA poly(A) tail shortening, regulation of mRNA stability",0.040398032436234,0.006684970869979564,0.012338546234305138
171,DCP1B,78.65989685058594,"deadenylation-dependent decapping of nuclear-transcribed mRNA, deadenylation-independent decapping of nuclear-transcribed mRNA, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",0.04030443883975228,0.006812886492883264,0.012538816736189713
283,RNF40,117.31674194335938,negative regulation of mRNA polyadenylation,0.039898037756561505,0.00739419430490015,0.013570027048197436
169,STRAP,970.3063354492188,"RNA splicing, alternative mRNA splicing, via spliceosome, mRNA processing, spliceosomal snRNP assembly",0.039871232723946264,0.007434055286171672,0.01360453177016119
90,MBNL2,107.34146881103516,"RNA splicing, mRNA processing, regulation of RNA splicing, regulation of alternative mRNA splicing, via spliceosome",0.039689940452263414,0.007708745543656308,0.014054296910221654
555,CPSF4,41.84321594238281,"mRNA processing, pre-mRNA cleavage required for polyadenylation",0.03968047337393093,0.007723336537350909,0.014054296910221654
117,WBP4,126.09579467773438,"RNA splicing, mRNA cis splicing, via spliceosome, mRNA processing, mRNA splicing, via spliceosome",0.03962256928029342,0.007813120038548687,0.014177740294669807
369,PRKRIP1,208.24298095703125,"RNA splicing, mRNA processing",0.03943665253749106,0.008107747151384334,0.014602893549908333
448,SNRPD3,33.14506912231445,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, spliceosomal snRNP assembly",0.039335945645089736,0.008271456986884836,0.014842670037576678
141,PUM1,211.49813842773438,"mRNA destabilization, regulation of mRNA stability",0.0392861349028905,0.008353517419234575,0.014947248510243457
626,TNRC6A,119.6353530883789,positive regulation of nuclear-transcribed mRNA poly(A) tail shortening,0.03927255690815332,0.008376012323077603,0.014947248510243457
266,PNPT1,121.38792419433594,"mRNA catabolic process, mRNA processing, mitochondrial mRNA catabolic process, mitochondrial mRNA polyadenylation, nuclear polyadenylation-dependent mRNA catabolic process, positive regulation of mRNA catabolic process",0.03919905166748647,0.00849873267257393,0.015124466409043413
368,PRKACA,52.78636932373047,mRNA processing,0.03918081437330092,0.008529428442802354,0.015135866063789982
259,ZCCHC8,114.47001647949219,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.039167442125602796,0.008551998627373596,0.015135866063789982
389,U2AF1L4,467.8720703125,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.03891347344724883,0.008990911247206194,0.0158692040046317
51,SF3A3,311.2949523925781,"RNA splicing, RNA splicing, via transesterification reactions, U2-type prespliceosome assembly, mRNA 3'-splice site recognition, mRNA processing, mRNA splicing, via spliceosome",0.03874912215347906,0.009285556778897192,0.01634460403042939
227,RBM10,142.2971649169922,"3'-UTR-mediated mRNA stabilization, RNA splicing, mRNA processing, mRNA splicing, via spliceosome, negative regulation of mRNA splicing, via spliceosome, regulation of alternative mRNA splicing, via spliceosome",0.03869604073730511,0.009382543590586613,0.01647044336825802
505,SCAF11,551.7760009765625,"RNA splicing, RNA splicing, via transesterification reactions, mRNA processing, spliceosomal complex assembly",0.03867961384597843,0.009412740213524354,0.016478672568934233
